中文单位名,英文单位名
,"College of Civil Engineering and Architecture, Zhejing University, Hangzhou, China ;"
,"College of Civil Engineering, Architecture of Weifang University, Weifang, China ;"
,"College of Civil Engineering, Euzhou University, Euzhou, China ;"
,"College of Civil Engineering, Heibei University of Engineering, Handan 056038, China ;"
,"College of Civil Engineering, He'nan University of Engineering, Zhengzhou, 451191, China
;"
,"College of Civil Engineering, Northest Forestry University, Harbin, 150040, China
;"
,"College of Civil Engineering, San Jiang University, Nanjing, 210012, China
;"
,"College of Civil Engineering, Shandong Univeristy, Ji'nan, Shandong, China ;"
,"College of Civil Engineering, Shaoxing University Shaoxing, Zhejiang, China ;"
,"College of Civil Engineering, Tonggi University, Shanghai, China ;"
,"College of Civil Engineering, Xi'an Euraisa University, Xi'an, China ;"
,"College of Civil Engineering, Xi'an Univ of Arch & Tech, Xi'an, 710055, China
;"
,"College of Clinical Medicine, Shanghai University of Medicine and Health Sciences, Shanghai, China;"
,"College of Communication Engineering, Chongqing University of China, Chongqing, 400044, China
;"
,"College of Communication Engineering, University of Information Engineering, Zhengzhou 450002, China ;"
,"College of Communication, Hulunbeier University, Hulunbeier, Inner Mongolia, 021000, China
;"
,"College of Computer & Information Engineering, He'nan University of Economics and Law, Zhengzhou, 450002, China
;"
,"College of Computer and Info., Chuzhou Univ., Chuzhou, China ;"
,"College of Computer and Information Engineering, Guizhou University of Commerce, Guizhou"
,"College of Computer and Information Engineering, Guizhou University of Commerce, Guizhou"
,"College of Computer and Information Engineering, Hennan University of Economics and Law, Zhengzhou, China
;"
,"College of computer and information engineering, Inner Mogolia agriculture university, Huhehaote, 010018, China
;"
,"College of Computer and Information Science, Southwestern University, No. 2, Tiansheng Road, Beibei District, Chongqing 400715, China
;"
,"College of Computer Engineering, Jiangsu University of Techology, Changzhou"
,"College of Computer of Science and Technology, Shandong Business and Technology University, Yantai, China
;"
,"College of Computer Sci. and Technol., Hubei Univ. of Sci. and Technol, Xianning, China ;"
,"College of Computer Sci., South-Central Univ. for Nationalities, Wuhan, 430074, China
;"
,"College of Computer Sci., South-Central Univ. for Nationalities, Wuhan, China ;"
,"College of Computer Science and Engineering, Xinjiang University of Finance and Economics, Urumqi, China
;"
,"College of Computer Science and Technology, Guizhou University Guiyang, 550025, China ;"
,"College of Computer Science and Technology, Sandong University of Science and Technology, Qingdao, China
;"
,"College of Computer Science and Technology, Taiyuan Univ. of Technology, Taiyuan, China ;"
,"College of Computer Science and Technology, Xi'an Univ. of Science and Technology, Xi'an, China ;"
,"College of Computer Science and Technology, Xi'an University of Science and Technolog, Xi'an, China ;"
,"College of Computer Science and Technology, Xinjiang University of Finance & Economy, Urumchi, 830012, China
;"
,"College of Computer Science and Technology, Zhejiang Industrial University, Hangzhou 310014, China ;"
,"College of Computer Science and Technology, Zhenjiang University of Technology, Hangzhou, 310014, China
;"
,"College of Computer Science University of Geosciences, Wuhan, China ;"
,"College of Computer Science, South-Central Univ. for Nationalities, Wuhan, 430074, China
;"
,"College of Computer Science, XI DIAN University, Xi'an, China;"
,"College of Computer Science, Xi'an Shiyou Univ., Xi'an, China ;"
,"College of Computer, Hubei university of Art and Science, Xiangyang, 441053, China
;"
,"College of Computer, National University of Science Technology, Changsha, China ;"
,"College of Criminal Investigation and Counter Terrorism, People’s Public Security University of China, Beijing, China
;"
,"College of Cultural Heritage, North West University, Xi'an, China ;"
,"College of Data Science, Tai Yuan University of Technology, Tai Yuan, 030024, China
;"
,"College of Earth Science and Resource, China University O F Geosciences (Beijing), Beijing, China
;"
,"College of Earth Sciences ,  Guilin University of Technology, Guilin, Guilin"
,"College of Economics and Management ,  Handan University, Handan, Hebei"
,"College of Economics and Management ,  Shanxi Agricultural University, Taigu"
,"College of Economics and Management Department, Hengshui University, Hengshui"
,"College of Economics and Management Department, Hengshui University, Hengshui, Hebei"
,"College of Economics and Management, LongDong University, QingYang City"
,"College of Economics and Management, Suihua University, Suihua"
,"College of Economics and Management, Xi‘an, Xi‘an University of Posts and Telecommunications, Xi‘an, Shaanxi Province, China
;"
,"College of Economics andManagement, Nanjing University ofAeronautics andAstronautics, Nanjing, 210016, China
;"
,"College of Education, Handan University, Handan"
,"College of Electrical and Control Engineering, Xi'an University Science and Technology, Xi'an, China ;"
,"College of Electrical and Information Engineering, Lanzhou University of Technolgy, Lanzhou, 730050, China
;"
,"College of Electrical and Information, Wuhan Engineering University, Wuhan, China ;"
,"College of Electrical and Mechanical engineering of Hainan University, Haikou, Hainan, China ;"
,"College of Electrical and Mechanical Engineering, Shan Xi University of Science and Technology, Xi'an, China ;"
,"College of Electrical and New Energy, China Tree Gorges University, Yichang"
,"College of Electrical and New Energy, China Tree Gorges University, Yichang"
,"College of Electrical Engineering and Automation, Fu Zhou University, Fuzhou, China ;"
,"College of Electrical Engineering, Binzhou Normal Univercity, Binzhou"
,"College of Electrical Engineering, Naval University of Engineering, Wuhan"
,"College of electrical engineering, Sui Hua University, Bei Lin district, Sui Hua, 152061, China
;"
,"College of electrical engineering, Sui Hua University, Sui Hua, 152061, China
;"
,"College of Electrical Engineering, Tongling University, Anhui"
,"College of Electromechanical Eng., China Univ. of Petroleum, Qingdao, 266580, China
;"
,"College of Electromechanical Engineering, Hunan University of Science Technology, Xiangtan, Hunan, China ;"
,"College of Electromechanical Engineering, Wuhan Engineering University, Wuhan, 430073, China ;"
,"College of Electronic and Information Engineering, San Jiang University, Nanjing, China;"
,"College of Electronic and Information, Hunan Technology and Engineering University, Yongzhuo, Hunan, 425100, China
;"
,"College of Electronic Engineering, Xi'an University of Post and Telecommunications, Xi'an, 710061, China
;"
,"College of Electronic Engineering, Xi'an University of Post and Telecommunications, Xi'an, 710121, China
;"
,"College of Electronic Engineering, Xi'an University of Post and Telecommunications, Xi'an, China ;"
,"College of Electronics Engineering, Chengdu Technology University, Chengdu, 611730, China
;"
,"College of Energy and Environment, Shenyang University of Aeronautics and Astronautics, Shenyang, 110136, China
;"
,"College of Energy and Power Engineering, Naning University of Aeronautics and Astronautics, Nanjing, China ;"
,"College of Energy and Power Engineering, Nanjing University of Astonautics and Aeronautics, Nanjing, 210016, China
;"
,"College of Energy and Power Engineering, Nanjing University of Astonautics and Aeronautics, Nanjing, 210016, China
;"
,"College of Energy Engineering, Xi'an University of Sciences and technology, Xi'an, Shaanxi 710054, China
;"
,"College of Energy Source and Power Engineering, Inner Mongolia Polytechnic University, Huhhot, China ;"
,"College of Energy Sources, Nanjing Polytechnic University, Nanjing, China;"
,"College of Engineering and Physical Sciences, University of Guelph, Guelph"
,"College of Engineering and Technology, Southwestern University, Chongqing, 400716, China
;"
,"College of engineering and technology, Xi’an Fanyi University, Xi’an, 710105, China
;"
,"College of Engineering Ocean University China, Qingdao, China ;"
,"College of Engineering, Agricultural University China, Beijing, China ;"
,"College of Engineering, China University of Ocean, Qindao, China ;"
,"College of Engineering, Guangdong Oceanology University, Zhenjiang, China ;"
,"College of Engineering, Mathematics and Physical Sciences, University of Exeter, Exeter EX4 4PY, U.K. (e-mail: g.min@exeter.ac.uk)."
,"College of Environment and Architecture, University of Shanghai Science & Technology, Shanghai, 200093, China
;"
,"College of Environment and Energy Engineering, Beijing Architecture University, Beijing, China ;"
,"College of Environmental and Civil Engineering, Chengdou University of Technology, Chengdu, 610059, China
;"
,"College of Field Engineering, Arm Engineering University, Nanjing, 210007, China
;"
,"College of Finance, Fujian Jiangxia University, Fujian"
,"College of Financial and Monetary ,  Chongqing Technology and Business University, Chongqing"
,"College of Fine Art and Design, Hunan City University, Yiyang"
,"College of Food Science and Technology, Shanghai Ocean University/Shanghai Engineering Research Center of Aquatic-Product Processing and Preservation, Shanghai, China ;"
,"College of Foods, Shanghai Oceanological University, Shanghai, China
;"
,"College of Foreign Languages ,  Xinjiang Normal University, Urumqi, Xinjiang"
,"College of Foreign Languages ,  Xinjiang University of Finance and Economics, Urumqi, Xinjiang"
,"College of Foreign Languages, Eastern Liaoning University, Dandong"
,"College of Foreign Languages, Hebei GEO University, Shijiazhuang"
,"College of Foreign Languages, NingXia Normal University, Guyuan, Ningxia"
,"College of Forestry, Agriculural University of Hebei, Beijing 100193, China
;"
,"College of Forestry, Henan Agriculture University, Zhengzhou, 450002, China
;"
,"College of Forestry, Nortneast Forestry University, Harbin, 150040, China
;"
,"College of Geology and Environment, Xi'an Univ. of Science and Technology, Xi'an, 710054, China
;"
,"College of Geosciences, University of Yangtze, Wuhan, 430100, China
;"
,"College of Grain Science, Shen-yang Normal University, Shenyang, Liaoning 110034, China ;"
,"College of Health and Human Services, Northern Arizona University, Flagstaff"
,"College of Horticulture and Landscape, Hunan University of Agriculture, Changsha, China ;"
,"College of Humanities of Xi'an Shiyou University, Xi'an, Shaanxi"
,"College of Hydraulic & Environmental Engineering, China Three-Gorges University, Yichang, China ;"
,"College of Hydraulic and Civil Engineering, Xinjiang Agricultural Univ., Urumqi 830052, China ;"
,"College of Hydropower and Info. Eng., Huazhong Univ. of Sci. and Technol., Wuhan, China ;"
,"College of Info. Eng., Hubei Univ. for Nationalities, Enshi, China ;"
,"College of Info. Sci. and Eng., Shandong Univ. of Sci. and Technol., Qingdao, China ;"
,"College of Information and Communication Engineering, Dalian Nationality University, Dalian, 116600, China
;"
,"College of Information and Communication Engineering, Dalian Nationality University, Dalian, Liaoning 116600, China
;"
,"College of Information and Computer Engineering, Ping Xiang University, Pingxiang, Jiangxi"
,"College of Information and Computer Sciences, University of Massachusetts Amherst, 140 Governors Dr. Amherst, MA"
,"College of Information and Control Engineering, Liaoning Petroleum and Chemical Engineering University, Fushun, China ;"
,"College of Information and Electrical Engineering, China Agriculrual University, Beijing, China ;"
,"College of Information Engineering, Chang’an University Middle-section of Nan’er Huan Road, Xi’an, 710064, China
;"
,"College of Information Engineering, Eastern Liaoning University, Dandong"
,"College of Information Engineering, Northest Dianli University, Jilin, China ;"
,"College of Information Engineering, Shanghai Marine University, Shanghai, China ;"
,"College of Information Engineering, Shanghai Maritine University, Shanghai, 201306, China
;"
,"College of Information Engineering, Shengyang University of Chemical Technology, Shenyang, 110142, China
;"
,"College of Information Engineering, Zhengzhou Industry Applied Technology University, Xizheng, China ;"
,"College of Information Engineering, Zhengzhou Univeristy, Zhengzhou, China ;"
,"College of Information Science and Engineering (Northeastern University), Shenyang, Liaoning Province, China ;"
,"College of Information Science and Engineering Ocean University China, Qingdao, China ;"
,"College of Information Science and Engineering, Hebei Univ. of Science and Technology, Shijiazhuang, China ;"
,"College of Information Science and Engineering, He'nan University of Technology, Zhengzhou, China ;"
,"College of Information Science and Engineering, Hu'nan Normal University, Changsha, 410081, China
;"
,"College of Information Science and Engineering, Shan Dong Agricultural University, Taian, Shandong 271018, China
;"
,"College of Information Science and Technology ,  Beijng Normal University, Being"
,"College of Information Science and Technology of Shandong University of Political Science and Law, Jinan, China ;"
,"College of Information Science and Technology, Northeastern University Shenyang, China
;"
,"College of Information Sciences and Technology, Pennsylvania State University, University Park"
,"College of Information Studies, University of Maryland, College Park"
,"College of Information System Engineering, University of Information and Engineering, Zhengzhou, China ;"
,"College of Information Systems and Management, National University of Denfense Technology, Hunan, China;"
,"College of Information, Engineering of Xiangtan University, Xiangtan, Hunan Province 411105, China
;"
,"College of Instrument Science and Optoelectronic Engineering, Hefei University of Technoloyg, Hefei, 230009, China
;"
,"College of International Business, Yuexiu University of Foreign Languages, Shaoxing, Zhejiang"
,"College of Land Resources and Environment, Jiangxi Agriculture University, Nanchang, 330045, China
;"
,"College of Land Resources and Environment, Jiangxi Agriculture University, Nanchang, China
;"
,"College of Life and Environment Science, Central University for Nationalities, Beijing, China ;"
,"College of Life Science and Engineering, He'nan University of Urban Construction, He'nan Pingdingshan 467036, China ;"
,"College of Life Science and Engineering, Southwest Jaotong University, Chengdu, 610031, China
;"
,"College of Life Science and Forestry, Chongqing University of Art and Science, Yongchuan, China ;"
,"College of Life Science and Technology, Bejing University of Chemical Technology, Beijing, 100029, China
;"
,"College of Life Science Western Normal University, Nanchong 637002, China ;"
,"College of Life Science, Qingdao Agricultural University/Key Lab of Plant Biotechnology in Universities of Shandong Province, Qingdao, China ;"
,"College of Life Science, Shanghai Normol University, Shanghai, 200234, China
;"
,"College of Life Sciences, Hebei University Research Center of Bioengineering Technology of Hebei Province, Baoding, 071002, China
;"
,"College of Ling Nan Normal University, Zhanjiang"
,"College of Marine Science, Shanghai Ocean University Shanghai, China
;"
,"College of Marxism, Xi' an Fanyi University, Xi' an, China
;"
,"College of Material and Chemical Engineering, Chu Zhou University, China
;"
,"College of Material and Chemical Engineering, Research Center for Solar Photovoltaic Material Development and Application, West An-hui University, Lu'an, 237012, China
;"
